"","word","ar_orf","es_orf","mx_orf","aes_orf","ar_ord","es_ord","mx_ord","aes_ord"
"77823","requerimos",0,0,0.13,0.04,0,0,0.08,0.02
"77824","requeté",0,0,0.8,0.23,0,0,0.17,0.05
"77825","requetebién",0,0,0.53,0.15,0,0,0.34,0.09
"77826","requetefeo",0,0,0.13,0.04,0,0,0.08,0.02
"77827","requetepeligrosas",0,0,0.13,0.04,0,0,0.08,0.02
"77828","requiebro",0,0,0.13,0.04,0,0,0.08,0.02
"77829","requiero",0,0,0.13,0.04,0,0,0.08,0.02
"77830","resabrosa",0,0,0.13,0.04,0,0,0.08,0.02
"77831","resalada",0,0,0.13,0.04,0,0,0.08,0.02
"77832","resbalado",0,0,0.13,0.04,0,0,0.08,0.02
"77833","resbalándose",0,0,0.13,0.04,0,0,0.08,0.02
"77834","resbale",0,0,0.27,0.08,0,0,0.17,0.05
"77835","resbalosa",0,0,1.2,0.34,0,0,0.76,0.21
"77836","resbalosas",0,0,0.4,0.11,0,0,0.17,0.05
"77837","resbaloso",0,0,1.46,0.42,0,0,0.67,0.19
"77838","resbalosos",0,0,0.13,0.04,0,0,0.08,0.02
"77839","rescamos",0,0,0.13,0.04,0,0,0.08,0.02
"77840","rescat",0,0,0.13,0.04,0,0,0.08,0.02
"77841","rescatado",0,0,0.13,0.04,0,0,0.08,0.02
"77842","rescatara",0,0,0.13,0.04,0,0,0.08,0.02
"77843","rescatarlas",0,0,0.13,0.04,0,0,0.08,0.02
"77844","rescato",0,0,0.13,0.04,0,0,0.08,0.02
"77845","reseguido",0,0,0.13,0.04,0,0,0.08,0.02
"77846","reséndiz",0,0,0.13,0.04,0,0,0.08,0.02
"77847","resentidas",0,0,0.13,0.04,0,0,0.08,0.02
"77848","resentimientos",0,0,0.13,0.04,0,0,0.08,0.02
"77849","reservaron",0,0,0.13,0.04,0,0,0.08,0.02
"77850","reservarse",0,0,0.13,0.04,0,0,0.08,0.02
"77851","reservista",0,0,0.13,0.04,0,0,0.08,0.02
"77852","resfriados",0,0,0.13,0.04,0,0,0.08,0.02
"77853","resfriarse",0,0,0.13,0.04,0,0,0.08,0.02
"77854","resfriarte",0,0,0.13,0.04,0,0,0.08,0.02
"77855","resfrié",0,0,0.27,0.08,0,0,0.17,0.05
"77856","resignarnos",0,0,0.13,0.04,0,0,0.08,0.02
"77857","resígnese",0,0,0.13,0.04,0,0,0.08,0.02
"77858","resillas",0,0,0.13,0.04,0,0,0.08,0.02
"77859","resinceracion",0,0,0.13,0.04,0,0,0.08,0.02
"77860","resístanse",0,0,0.13,0.04,0,0,0.08,0.02
"77861","resisten",0,0,0.13,0.04,0,0,0.08,0.02
"77862","resistirlas",0,0,0.13,0.04,0,0,0.08,0.02
"77863","resistirnos",0,0,0.27,0.08,0,0,0.17,0.05
"77864","resnltado",0,0,0.13,0.04,0,0,0.08,0.02
"77865","resoluto",0,0,0.13,0.04,0,0,0.08,0.02
"77866","resolveré",0,0,0.27,0.08,0,0,0.08,0.02
"77867","resolveremos",0,0,0.27,0.08,0,0,0.17,0.05
"77868","resolvería",0,0,0.27,0.08,0,0,0.08,0.02
"77869","resolversus",0,0,0.13,0.04,0,0,0.08,0.02
"77870","resolvía",0,0,0.13,0.04,0,0,0.08,0.02
"77871","resolviéndolo",0,0,0.13,0.04,0,0,0.08,0.02
"77872","resolvieron",0,0,0.13,0.04,0,0,0.08,0.02
"77873","resorteras",0,0,0.13,0.04,0,0,0.08,0.02
"77874","respalda",0,0,0.13,0.04,0,0,0.08,0.02
"77875","respaldada",0,0,0.13,0.04,0,0,0.08,0.02
"77876","respalde",0,0,0.13,0.04,0,0,0.08,0.02
"77877","respéctame",0,0,0.13,0.04,0,0,0.08,0.02
"77878","respectan",0,0,0.13,0.04,0,0,0.08,0.02
"77879","respectando",0,0,0.4,0.11,0,0,0.17,0.05
"77880","respectar",0,0,0.8,0.23,0,0,0.42,0.12
"77881","respectarle",0,0,0.13,0.04,0,0,0.08,0.02
"77882","respectarlo",0,0,0.13,0.04,0,0,0.08,0.02
"77883","respectarme",0,0,0.27,0.08,0,0,0.17,0.05
"77884","respecten",0,0,0.13,0.04,0,0,0.08,0.02
"77885","respéctenlo",0,0,0.13,0.04,0,0,0.08,0.02
"77886","respectivo",0,0,0.13,0.04,0,0,0.08,0.02
"77887","respetabilidad",0,0,0.13,0.04,0,0,0.08,0.02
"77888","respetáis",0,0,0.13,0.04,0,0,0.08,0.02
"77889","respetásemos",0,0,0.13,0.04,0,0,0.08,0.02
"77890","respételo",0,0,0.13,0.04,0,0,0.08,0.02
"77891","respetoso",0,0,0.13,0.04,0,0,0.08,0.02
"77892","respetuosidad",0,0,0.13,0.04,0,0,0.08,0.02
"77893","respingadita",0,0,0.4,0.11,0,0,0.08,0.02
"77894","resplandecen",0,0,0.13,0.04,0,0,0.08,0.02
"77895","responderás",0,0,0.13,0.04,0,0,0.08,0.02
"77896","responderme",0,0,0.27,0.08,0,0,0.17,0.05
"77897","respondisteis",0,0,0.27,0.08,0,0,0.08,0.02
"77898","respóndole",0,0,0.13,0.04,0,0,0.08,0.02
"77899","responsa",0,0,0.27,0.08,0,0,0.17,0.05
"77900","responsab",0,0,0.13,0.04,0,0,0.08,0.02
"77901","responsabiliza",0,0,0.13,0.04,0,0,0.08,0.02
"77902","responsabilizar",0,0,0.13,0.04,0,0,0.08,0.02
"77903","responsabilizarme",0,0,0.13,0.04,0,0,0.08,0.02
"77904","responsablemente",0,0,0.13,0.04,0,0,0.08,0.02
"77905","respuestacion",0,0,0.13,0.04,0,0,0.08,0.02
"77906","restableciendo",0,0,0.13,0.04,0,0,0.08,0.02
"77907","restauración",0,0,0.13,0.04,0,0,0.08,0.02
"77908","restaurados",0,0,0.13,0.04,0,0,0.08,0.02
"77909","restauranzinho",0,0,0.13,0.04,0,0,0.08,0.02
"77910","restemores",0,0,0.13,0.04,0,0,0.08,0.02
"77911","restitúyale",0,0,0.13,0.04,0,0,0.08,0.02
"77912","reston",0,0,0.27,0.08,0,0,0.08,0.02
"77913","restoran",0,0,0.27,0.08,0,0,0.08,0.02
"77914","restregué",0,0,0.13,0.04,0,0,0.08,0.02
"77915","restriego",0,0,0.13,0.04,0,0,0.08,0.02
"77916","restringido",0,0,0.13,0.04,0,0,0.08,0.02
"77917","resuave",0,0,0.4,0.11,0,0,0.17,0.05
"77918","resucita",0,0,0.27,0.08,0,0,0.17,0.05
"77919","resucitamos",0,0,0.13,0.04,0,0,0.08,0.02
"77920","resueltos",0,0,0.4,0.11,0,0,0.17,0.05
"77921","resuelvan",0,0,0.13,0.04,0,0,0.08,0.02
"77922","resuélvenos",0,0,0.13,0.04,0,0,0.08,0.02
"77923","resultáis",0,0,0.13,0.04,0,0,0.08,0.02
"77924","resúltale",0,0,0.13,0.04,0,0,0.08,0.02
"77925","resultaran",0,0,0.13,0.04,0,0,0.08,0.02
"77926","resultaste",0,0,0.13,0.04,0,0,0.08,0.02
"77927","resulten",0,0,0.13,0.04,0,0,0.08,0.02
"77928","reta",0,0,0.8,0.23,0,0,0.34,0.09
"77929","retacha",0,0,0.13,0.04,0,0,0.08,0.02
"77930","retáchate",0,0,0.13,0.04,0,0,0.08,0.02
"77931","retache",0,0,0.4,0.11,0,0,0.25,0.07
"77932","retacho",0,0,0.27,0.08,0,0,0.17,0.05
"77933","retachó",0,0,0.13,0.04,0,0,0.08,0.02
"77934","retado",0,0,0.13,0.04,0,0,0.08,0.02
"77935","retaguarda",0,0,0.13,0.04,0,0,0.08,0.02
"77936","retándote",0,0,0.13,0.04,0,0,0.08,0.02
"77937","retarda",0,0,0.13,0.04,0,0,0.08,0.02
"77938","retardados",0,0,0.13,0.04,0,0,0.08,0.02
"77939","retardando",0,0,0.27,0.08,0,0,0.17,0.05
"77940","retarios",0,0,0.13,0.04,0,0,0.08,0.02
"77941","retarlo",0,0,0.13,0.04,0,0,0.08,0.02
"77942","retarlos",0,0,0.13,0.04,0,0,0.08,0.02
"77943","retarme",0,0,0.13,0.04,0,0,0.08,0.02
"77944","retarte",0,0,0.13,0.04,0,0,0.08,0.02
"77945","retebonito",0,0,0.13,0.04,0,0,0.08,0.02
"77946","retechingada",0,0,0.13,0.04,0,0,0.08,0.02
"77947","retecontento",0,0,0.13,0.04,0,0,0.08,0.02
"77948","retedolorodas",0,0,0.13,0.04,0,0,0.08,0.02
"77949","retefeo",0,0,0.13,0.04,0,0,0.08,0.02
"77950","retegueno",0,0,0.13,0.04,0,0,0.08,0.02
"77951","retehartas",0,0,0.13,0.04,0,0,0.08,0.02
"77952","reteharto",0,0,0.13,0.04,0,0,0.08,0.02
"77953","retejodido",0,0,0.13,0.04,0,0,0.08,0.02
"77954","retenerlo",0,0,0.13,0.04,0,0,0.08,0.02
"77955","retepálido",0,0,0.13,0.04,0,0,0.08,0.02
"77956","retepeligrosa",0,0,0.13,0.04,0,0,0.08,0.02
"77957","retiblanco",0,0,0.13,0.04,0,0,0.08,0.02
"77958","retínea",0,0,0.13,0.04,0,0,0.08,0.02
"77959","retintimos",0,0,0.13,0.04,0,0,0.08,0.02
"77960","retiraste",0,0,0.13,0.04,0,0,0.08,0.02
"77961","retiros",0,0,0.27,0.08,0,0,0.08,0.02
"77962","retite",0,0,0.13,0.04,0,0,0.08,0.02
"77963","retito",0,0,0.27,0.08,0,0,0.08,0.02
"77964","retobas",0,0,0.13,0.04,0,0,0.08,0.02
"77965","retobes",0,0,0.13,0.04,0,0,0.08,0.02
"77966","retoques",0,0,0.13,0.04,0,0,0.08,0.02
"77967","retorcía",0,0,0.13,0.04,0,0,0.08,0.02
"77968","retorciéndose",0,0,0.13,0.04,0,0,0.08,0.02
"77969","retorcijón",0,0,0.13,0.04,0,0,0.08,0.02
"77970","retórica",0,0,0.13,0.04,0,0,0.08,0.02
"77971","retórname",0,0,0.13,0.04,0,0,0.08,0.02
"77972","retornará",0,0,0.13,0.04,0,0,0.08,0.02
"77973","retornare",0,0,0.13,0.04,0,0,0.08,0.02
"77974","retozadas",0,0,0.13,0.04,0,0,0.08,0.02
"77975","retozar",0,0,0.13,0.04,0,0,0.08,0.02
"77976","retozón",0,0,0.13,0.04,0,0,0.08,0.02
"77977","retractarse",0,0,0.13,0.04,0,0,0.08,0.02
"77978","retraídos",0,0,0.13,0.04,0,0,0.08,0.02
"77979","retraito",0,0,0.13,0.04,0,0,0.08,0.02
"77980","retrasadas",0,0,0.13,0.04,0,0,0.08,0.02
"77981","retrasando",0,0,0.13,0.04,0,0,0.08,0.02
"77982","retrasaron",0,0,0.13,0.04,0,0,0.08,0.02
"77983","retratada",0,0,0.13,0.04,0,0,0.08,0.02
"77984","retratan",0,0,0.13,0.04,0,0,0.08,0.02
"77985","retratándose",0,0,0.13,0.04,0,0,0.08,0.02
"77986","retratarle",0,0,0.13,0.04,0,0,0.08,0.02
"77987","retratarlo",0,0,0.13,0.04,0,0,0.08,0.02
"77988","retraten",0,0,0.27,0.08,0,0,0.17,0.05
"77989","retrechero",0,0,0.13,0.04,0,0,0.08,0.02
"77990","retribuirte",0,0,0.13,0.04,0,0,0.08,0.02
"77991","retroacción",0,0,0.13,0.04,0,0,0.08,0.02
"77992","retroactividad",0,0,0.13,0.04,0,0,0.08,0.02
"77993","retrocedas",0,0,0.13,0.04,0,0,0.08,0.02
"77994","retrovisor",0,0,0.13,0.04,0,0,0.08,0.02
"77995","retruco",0,0,0.13,0.04,0,0,0.08,0.02
"77996","retuerce",0,0,0.13,0.04,0,0,0.08,0.02
"77997","retumbando",0,0,0.13,0.04,0,0,0.08,0.02
"77998","retumbos",0,0,0.13,0.04,0,0,0.08,0.02
"77999","retunda",0,0,0.13,0.04,0,0,0.08,0.02
"78000","reumas",0,0,0.8,0.23,0,0,0.5,0.14
"78001","reumática",0,0,0.13,0.04,0,0,0.08,0.02
"78002","reumático",0,0,0.27,0.08,0,0,0.08,0.02
"78003","reumáticos",0,0,0.13,0.04,0,0,0.08,0.02
"78004","reúnas",0,0,0.13,0.04,0,0,0.08,0.02
"78005","reúnelos",0,0,0.13,0.04,0,0,0.08,0.02
"78006","reunirán",0,0,0.13,0.04,0,0,0.08,0.02
"78007","reunirlo",0,0,0.13,0.04,0,0,0.08,0.02
"78008","reusa",0,0,0.13,0.04,0,0,0.08,0.02
"78009","revales",0,0,0.13,0.04,0,0,0.08,0.02
"78010","revelador",0,0,0.13,0.04,0,0,0.08,0.02
"78011","revelará",0,0,0.13,0.04,0,0,0.08,0.02
"78012","revelas",0,0,0.13,0.04,0,0,0.08,0.02
"78013","revelatura",0,0,0.13,0.04,0,0,0.08,0.02
"78014","revele",0,0,0.4,0.11,0,0,0.25,0.07
"78015","reven",0,0,0.13,0.04,0,0,0.08,0.02
"78016","reventaré",0,0,0.13,0.04,0,0,0.08,0.02
"78017","reventones",0,0,0.13,0.04,0,0,0.08,0.02
"78018","reversa",0,0,0.8,0.23,0,0,0.25,0.07
"78019","reverse",0,0,0.13,0.04,0,0,0.08,0.02
"78020","reverteris",0,0,0.13,0.04,0,0,0.08,0.02
"78021","revesa",0,0,0.13,0.04,0,0,0.08,0.02
"78022","reviéntese",0,0,0.13,0.04,0,0,0.08,0.02
"78023","revierten",0,0,0.13,0.04,0,0,0.08,0.02
"78024","revisada",0,0,0.13,0.04,0,0,0.08,0.02
"78025","revisadita",0,0,0.13,0.04,0,0,0.08,0.02
"78026","revísala",0,0,0.13,0.04,0,0,0.08,0.02
"78027","revísalo",0,0,0.13,0.04,0,0,0.08,0.02
"78028","revisará",0,0,0.13,0.04,0,0,0.08,0.02
"78029","revisarlo",0,0,0.13,0.04,0,0,0.08,0.02
"78030","revisas",0,0,0.4,0.11,0,0,0.17,0.05
"78031","revisemos",0,0,0.13,0.04,0,0,0.08,0.02
"78032","reviste",0,0,0.13,0.04,0,0,0.08,0.02
"78033","revisten",0,0,0.13,0.04,0,0,0.08,0.02
"78034","revístenlo",0,0,0.27,0.08,0,0,0.17,0.05
"78035","revivan",0,0,0.13,0.04,0,0,0.08,0.02
"78036","revive",0,0,0.66,0.19,0,0,0.08,0.02
"78037","reviven",0,0,0.13,0.04,0,0,0.08,0.02
"78038","reviviera",0,0,0.13,0.04,0,0,0.08,0.02
"78039","revocado",0,0,0.13,0.04,0,0,0.08,0.02
"78040","revolcando",0,0,0.13,0.04,0,0,0.08,0.02
"78041","revolcarte",0,0,0.27,0.08,0,0,0.17,0.05
"78042","revoloteaba",0,0,0.13,0.04,0,0,0.08,0.02
"78043","revoltosas",0,0,0.13,0.04,0,0,0.08,0.02
"78044","revoltosos",0,0,0.13,0.04,0,0,0.08,0.02
"78045","revoluciona",0,0,0.13,0.04,0,0,0.08,0.02
"78046","revolucionará",0,0,0.13,0.04,0,0,0.08,0.02
"78047","revolverlas",0,0,0.13,0.04,0,0,0.08,0.02
"78048","revolverlo",0,0,0.13,0.04,0,0,0.08,0.02
"78049","revolverme",0,0,0.13,0.04,0,0,0.08,0.02
"78050","revuelcatero",0,0,0.13,0.04,0,0,0.08,0.02
"78051","revuelta",0,0,0.27,0.08,0,0,0.17,0.05
"78052","revueltar",0,0,0.27,0.08,0,0,0.08,0.02
"78053","revueltas",0,0,0.4,0.11,0,0,0.25,0.07
"78054","revueltitos",0,0,0.13,0.04,0,0,0.08,0.02
"78055","revueltose",0,0,0.13,0.04,0,0,0.08,0.02
"78056","revulsar",0,0,0.13,0.04,0,0,0.08,0.02
"78057","reyerta",0,0,0.13,0.04,0,0,0.08,0.02
"78058","reyertas",0,0,0.13,0.04,0,0,0.08,0.02
"78059","reyna",0,0,0.27,0.08,0,0,0.17,0.05
"78060","rezarme",0,0,0.13,0.04,0,0,0.08,0.02
"78061","rezen",0,0,0.13,0.04,0,0,0.08,0.02
"78062","rezumba",0,0,0.13,0.04,0,0,0.08,0.02
"78063","riarion",0,0,0.13,0.04,0,0,0.08,0.02
"78064","ribeirito",0,0,0.13,0.04,0,0,0.08,0.02
"78065","riberita",0,0,0.66,0.19,0,0,0.17,0.05
"78066","riberito",0,0,0.13,0.04,0,0,0.08,0.02
"78067","ricabarrio",0,0,0.13,0.04,0,0,0.08,0.02
"78068","ricachones",0,0,0.13,0.04,0,0,0.08,0.02
"78069","ricardito",0,0,0.53,0.15,0,0,0.08,0.02
"78070","ricardote",0,0,0.13,0.04,0,0,0.08,0.02
"78071","ricazo",0,0,0.13,0.04,0,0,0.08,0.02
"78072","rich",0,0,0.13,0.04,0,0,0.08,0.02
"78073","ricote",0,0,0.13,0.04,0,0,0.08,0.02
"78074","ride",0,0,0.13,0.04,0,0,0.08,0.02
"78075","rider",0,0,0.13,0.04,0,0,0.08,0.02
"78076","ridiculizar",0,0,0.13,0.04,0,0,0.08,0.02
"78077","rídiculo",0,0,0.13,0.04,0,0,0.08,0.02
"78078","ridis",0,0,0.13,0.04,0,0,0.08,0.02
"78079","riegan",0,0,0.13,0.04,0,0,0.08,0.02
"78080","riéguelo",0,0,0.13,0.04,0,0,0.08,0.02
"78081","riegues",0,0,0.13,0.04,0,0,0.08,0.02
"78082","riel",0,0,0.13,0.04,0,0,0.08,0.02
"78083","rieles",0,0,0.13,0.04,0,0,0.08,0.02
"78084","riéndote",0,0,0.13,0.04,0,0,0.08,0.02
"78085","rieta",0,0,0.27,0.08,0,0,0.08,0.02
"78086","rifado",0,0,0.13,0.04,0,0,0.08,0.02
"78087","rifan",0,0,0.13,0.04,0,0,0.08,0.02
"78088","rifaremos",0,0,0.13,0.04,0,0,0.08,0.02
"78089","rifo",0,0,0.13,0.04,0,0,0.08,0.02
"78090","rigeras",0,0,0.13,0.04,0,0,0.08,0.02
"78091","rightly",0,0,0.13,0.04,0,0,0.08,0.02
"78092","rigidez",0,0,0.13,0.04,0,0,0.08,0.02
"78093","rigiéramos",0,0,0.13,0.04,0,0,0.08,0.02
"78094","rigoleto",0,0,0.13,0.04,0,0,0.08,0.02
"78095","rigoroso",0,0,0.13,0.04,0,0,0.08,0.02
"78096","rigualada",0,0,0.13,0.04,0,0,0.08,0.02
"78097","rimedio",0,0,0.13,0.04,0,0,0.08,0.02
"78098","rímel",0,0,0.13,0.04,0,0,0.08,0.02
"78099","rincado",0,0,0.13,0.04,0,0,0.08,0.02
"78100","rinche",0,0,0.13,0.04,0,0,0.08,0.02
"78101","rinden",0,0,0.27,0.08,0,0,0.17,0.05
"78102","ríñele",0,0,0.13,0.04,0,0,0.08,0.02
"78103","ringues",0,0,0.13,0.04,0,0,0.08,0.02
"78104","rino",0,0,0.13,0.04,0,0,0.08,0.02
"78105","rintintan",0,0,0.13,0.04,0,0,0.08,0.02
"78106","rione",0,0,0.13,0.04,0,0,0.08,0.02
"78107","rip",0,0,0.13,0.04,0,0,0.08,0.02
"78108","ripleys",0,0,0.13,0.04,0,0,0.08,0.02
"78109","ripol",0,0,0.13,0.04,0,0,0.08,0.02
"78110","ripstein",0,0,0.13,0.04,0,0,0.08,0.02
"78111","rir",0,0,0.27,0.08,0,0,0.17,0.05
"78112","risible",0,0,0.27,0.08,0,0,0.08,0.02
"78113","risos",0,0,0.13,0.04,0,0,0.08,0.02
"78114","risotadas",0,0,0.13,0.04,0,0,0.08,0.02
"78115","risueñas",0,0,0.13,0.04,0,0,0.08,0.02
"78116","ritmado",0,0,0.13,0.04,0,0,0.08,0.02
"78117","riviera",0,0,0.13,0.04,0,0,0.08,0.02
"78118","riyase",0,0,0.13,0.04,0,0,0.08,0.02
"78119","rizale",0,0,0.13,0.04,0,0,0.08,0.02
"78120","rizando",0,0,0.13,0.04,0,0,0.08,0.02
"78121","roadham",0,0,0.13,0.04,0,0,0.08,0.02
"78122","roaming",0,0,0.53,0.15,0,0,0.08,0.02
"78123","roanoke",0,0,0.27,0.08,0,0,0.08,0.02
"78124","roast",0,0,0.13,0.04,0,0,0.08,0.02
"78125","roat",0,0,0.27,0.08,0,0,0.08,0.02
"78126","roay",0,0,0.13,0.04,0,0,0.08,0.02
"78127","robabas",0,0,0.13,0.04,0,0,0.08,0.02
"78128","robachicos",0,0,0.13,0.04,0,0,0.08,0.02
"78129","robándose",0,0,0.13,0.04,0,0,0.08,0.02
"78130","robándote",0,0,0.13,0.04,0,0,0.08,0.02
"78131","robara",0,0,0.13,0.04,0,0,0.08,0.02
"78132","robarnos",0,0,0.13,0.04,0,0,0.08,0.02
"78133","robárselas",0,0,0.13,0.04,0,0,0.08,0.02
"78134","robbie",0,0,0.27,0.08,0,0,0.08,0.02
"78135","robby",0,0,0.13,0.04,0,0,0.08,0.02
"78136","róbelo",0,0,0.13,0.04,0,0,0.08,0.02
"78137","róbenselo",0,0,0.13,0.04,0,0,0.08,0.02
"78138","robinsón",0,0,0.27,0.08,0,0,0.17,0.05
"78139","robson",0,0,0.27,0.08,0,0,0.08,0.02
"78140","robustecemos",0,0,0.13,0.04,0,0,0.08,0.02
"78141","roc",0,0,0.13,0.04,0,0,0.08,0.02
"78142","rocambole",0,0,0.13,0.04,0,0,0.08,0.02
"78143","rocanroles",0,0,0.13,0.04,0,0,0.08,0.02
"78144","rocen",0,0,0.13,0.04,0,0,0.08,0.02
"78145","rocha",0,0,0.13,0.04,0,0,0.08,0.02
"78146","rochefort",0,0,0.4,0.11,0,0,0.17,0.05
"78147","roco",0,0,0.13,0.04,0,0,0.08,0.02
"78148","rocola",0,0,0.13,0.04,0,0,0.08,0.02
"78149","rodada",0,0,0.13,0.04,0,0,0.08,0.02
"78150","rodadora",0,0,0.27,0.08,0,0,0.08,0.02
"78151","rodajes",0,0,0.13,0.04,0,0,0.08,0.02
"78152","rodeábamos",0,0,0.13,0.04,0,0,0.08,0.02
"78153","rodearla",0,0,0.13,0.04,0,0,0.08,0.02
"78154","rodelmira",0,0,0.13,0.04,0,0,0.08,0.02
"78155","rodillete",0,0,0.13,0.04,0,0,0.08,0.02
"78156","rodillita",0,0,0.13,0.04,0,0,0.08,0.02
"78157","rodopio",0,0,0.13,0.04,0,0,0.08,0.02
"78158","roe",0,0,0.13,0.04,0,0,0.08,0.02
"78159","roederer",0,0,0.13,0.04,0,0,0.08,0.02
"78160","rofi",0,0,0.13,0.04,0,0,0.08,0.02
"78161","rogái",0,0,0.4,0.11,0,0,0.08,0.02
"78162","rogarles",0,0,0.13,0.04,0,0,0.08,0.02
"78163","rogona",0,0,0.13,0.04,0,0,0.08,0.02
"78164","roídos",0,0,0.13,0.04,0,0,0.08,0.02
"78165","roissy",0,0,1.2,0.34,0,0,0.08,0.02
"78166","rojoneador",0,0,0.53,0.15,0,0,0.08,0.02
"78167","rojoneadores",0,0,0.13,0.04,0,0,0.08,0.02
"78168","rojoneo",0,0,0.13,0.04,0,0,0.08,0.02
"78169","rojoy",0,0,0.13,0.04,0,0,0.08,0.02
"78170","rola",0,0,0.13,0.04,0,0,0.08,0.02
"78171","rolandson",0,0,0.13,0.04,0,0,0.08,0.02
"78172","rolar",0,0,0.13,0.04,0,0,0.08,0.02
"78173","rolármelos",0,0,0.13,0.04,0,0,0.08,0.02
"78174","rollera",0,0,0.13,0.04,0,0,0.08,0.02
"78175","rolononón",0,0,0.13,0.04,0,0,0.08,0.02
"78176","romántic",0,0,0.13,0.04,0,0,0.08,0.02
"78177","romear",0,0,0.13,0.04,0,0,0.08,0.02
"78178","romerías",0,0,0.13,0.04,0,0,0.08,0.02
"78179","romerito",0,0,0.53,0.15,0,0,0.17,0.05
"78180","romeritos",0,0,2.26,0.65,0,0,0.08,0.02
"78181","romo",0,0,0.27,0.08,0,0,0.08,0.02
"78182","rómpalo",0,0,0.27,0.08,0,0,0.08,0.02
"78183","rómpela",0,0,0.13,0.04,0,0,0.08,0.02
"78184","rómpele",0,0,0.13,0.04,0,0,0.08,0.02
"78185","rompemos",0,0,0.53,0.15,0,0,0.25,0.07
"78186","romperían",0,0,0.13,0.04,0,0,0.08,0.02
"78187","rómpete",0,0,0.13,0.04,0,0,0.08,0.02
"78188","rompope",0,0,0.4,0.11,0,0,0.17,0.05
"78189","rómulo",0,0,3.32,0.95,0,0,0.17,0.05
"78190","roñas",0,0,0.13,0.04,0,0,0.08,0.02
"78191","roncaron",0,0,0.13,0.04,0,0,0.08,0.02
"78192","rond",0,0,0.13,0.04,0,0,0.08,0.02
"78193","rondaban",0,0,0.13,0.04,0,0,0.08,0.02
"78194","rondia",0,0,0.13,0.04,0,0,0.08,0.02
"78195","roñía",0,0,0.13,0.04,0,0,0.08,0.02
"78196","ronon",0,0,4.52,1.29,0,0,0.08,0.02
"78197","ronronea",0,0,0.13,0.04,0,0,0.08,0.02
"78198","roof",0,0,0.13,0.04,0,0,0.08,0.02
"78199","rooms",0,0,0.27,0.08,0,0,0.08,0.02
"78200","ropamientos",0,0,0.13,0.04,0,0,0.08,0.02
"78201","ropavejeros",0,0,0.13,0.04,0,0,0.08,0.02
"78202","ropillos",0,0,0.13,0.04,0,0,0.08,0.02
"78203","ropitas",0,0,0.27,0.08,0,0,0.17,0.05
"78204","roquera",0,0,0.13,0.04,0,0,0.08,0.02
"78205","roqueta",0,0,0.8,0.23,0,0,0.17,0.05
"78206","roquete",0,0,0.13,0.04,0,0,0.08,0.02
"78207","roquita",0,0,0.13,0.04,0,0,0.08,0.02
"78208","rorros",0,0,0.13,0.04,0,0,0.08,0.02
"78209","rosados",0,0,0.13,0.04,0,0,0.08,0.02
"78210","rosalba",0,0,3.32,0.95,0,0,0.08,0.02
"78211","rosalinda",0,0,0.93,0.27,0,0,0.08,0.02
"78212","rosalio",0,0,0.13,0.04,0,0,0.08,0.02
"78213","rosar",0,0,0.13,0.04,0,0,0.08,0.02
"78214","rosarito",0,0,0.93,0.27,0,0,0.17,0.05
"78215","rosie",0,0,0.27,0.08,0,0,0.08,0.02
"78216","rosina",0,0,0.27,0.08,0,0,0.08,0.02
"78217","rosinni",0,0,0.13,0.04,0,0,0.08,0.02
"78218","rosqueto",0,0,0.13,0.04,0,0,0.08,0.02
"78219","rossano",0,0,0.13,0.04,0,0,0.08,0.02
"78220","rostizaba",0,0,0.13,0.04,0,0,0.08,0.02
"78221","rostizado",0,0,0.66,0.19,0,0,0.08,0.02
"78222","rostizados",0,0,0.13,0.04,0,0,0.08,0.02
"78223","rosto",0,0,0.53,0.15,0,0,0.34,0.09
"78224","rotemos",0,0,0.13,0.04,0,0,0.08,0.02
"78225","rotular",0,0,0.13,0.04,0,0,0.08,0.02
"78226","rotundo",0,0,0.13,0.04,0,0,0.08,0.02
"78227","round",0,0,1.2,0.34,0,0,0.42,0.12
"78228","rovirosá",0,0,0.13,0.04,0,0,0.08,0.02
"78229","rower",0,0,0.13,0.04,0,0,0.08,0.02
"78230","roxana",0,0,0.27,0.08,0,0,0.08,0.02
"78231","roy",0,0,1.99,0.57,0,0,0.08,0.02
"78232","royéndome",0,0,0.13,0.04,0,0,0.08,0.02
"78233","royo",0,0,0.13,0.04,0,0,0.08,0.02
"78234","rozadura",0,0,0.13,0.04,0,0,0.08,0.02
"78235","rozaduras",0,0,0.13,0.04,0,0,0.08,0.02
"78236","rozarla",0,0,0.13,0.04,0,0,0.08,0.02
"78237","rozarle",0,0,0.13,0.04,0,0,0.08,0.02
"78238","rozoncito",0,0,0.27,0.08,0,0,0.08,0.02
"78239","rsa",0,0,0.13,0.04,0,0,0.08,0.02
"78240","rubencito",0,0,0.13,0.04,0,0,0.08,0.02
"78241","rubiosa",0,0,0.13,0.04,0,0,0.08,0.02
"78242","rubirosa",0,0,0.4,0.11,0,0,0.17,0.05
"78243","rubís",0,0,0.13,0.04,0,0,0.08,0.02
"78244","rubita",0,0,0.13,0.04,0,0,0.08,0.02
"78245","ruborizado",0,0,0.13,0.04,0,0,0.08,0.02
"78246","ruborizas",0,0,0.13,0.04,0,0,0.08,0.02
"78247","rubricacion",0,0,0.13,0.04,0,0,0.08,0.02
